"分区","name / Fin Type","code / Code","thicknessMm / Fin Gage (mm)","widthMm / Fin Width (mm)","heightPreBrazingMm / Fin Height Pre-Brazing (mm)","brazingChangeMm / Change During Brazing (mm)","heightPostBrazingMm / Fin Height Post-Brazing (mm)","finPitchMm / Fin Pitch (mm)","finPitchRangeMm / Range of  fin  pitch     (Just for sample) (mm)","rMm / R (mm)","louverLengthFullMm / Louver Length (Full) (mm)","louverLengthOverallMm / Louver Length (Overall) (mm)","louverPitchMm / Louver Pitch (mm)","louverAngleDeg / Louver Angle (°)","louverCount / Louver Number","drawing / Drawing #for mold &Revison","oldDrawing / Old Drawing #&Revison","status / Status","moldCount / Count of mold (ul)","material / Material","clad / Clad","weightPerLengthGm / Weight Per Unit Length (g/m)","product / Product  Where Used","processStatus / Process status","sourceColumnY / 未标注表头","sourceColumnZ / 未标注表头","sourceColumnAA / 未标注表头","stockWidthMm / 料宽 (mm)","sourceColumnE / 未标注表头","sourceColumnF / 未标注表头","sourceColumnG / 未标注表头","sourceColumnJ / 未标注表头","sourceColumnK / 未标注表头","slotLengthMm / 扁槽长度 (mm)","sourceColumnM / 未标注表头","slotPitchMm / 槽间距 (mm)","slotWidthMm / 扁槽宽度 (mm)","来源区域","待核对项"
"主表","B56fA","315066","0.08","12","8.13","0.03","8.1","1.34","1.2-1.4","≤0.45","6.00 ","7.00 ","1.2","45","8","B56fa-M001  Rev.S0","","Available","","AA3003Mod-H15SR","","21.00 ","","","批量","无图纸","1","","","","","","","","","","","Fin!A93:AA93","I93: Range of  fin  pitch     (Just for sample) 原文为 ""1.2-1.4""，不能作为单一数值使用；J93: R 原文为 ""≤0.45""，不能作为单一数值使用；Y93: 本分区该列没有表头，保留原值，未猜测字段含义；Z93: 本分区该列没有表头，保留原值，未猜测字段含义；AA93: 本分区该列没有表头，保留原值，未猜测字段含义；Z93: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"主表","B56fb","315069","0.08","12","8.13","0.03","8.1","1.2","","≤0.45","6.00 ","7.00 ","1.2","45","8","B56fb-M001  Rev.S0","","Available","","AA3003Mod-H16SR","","23.45 ","","","批量","无图纸","1","","","","","","","","","","","Fin!A94:AA94","I94: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J94: R 原文为 ""≤0.45""，不能作为单一数值使用；Y94: 本分区该列没有表头，保留原值，未猜测字段含义；Z94: 本分区该列没有表头，保留原值，未猜测字段含义；AA94: 本分区该列没有表头，保留原值，未猜测字段含义；Z94: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"主表","B57","315070","0.08","12","8.13","0.03","8.1","1.8","Max=1.8","≤0.45","5.80 ","7","1.5","45","6","B57-M001 Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","15.63 ","","OK","批量","常规","1","","","","","","","","","","","Fin!A95:AA95","I95: Range of  fin  pitch     (Just for sample) 原文为 ""Max=1.8""，不能作为单一数值使用；J95: R 原文为 ""≤0.45""，不能作为单一数值使用；Y95: 本分区该列没有表头，保留原值，未猜测字段含义；Z95: 本分区该列没有表头，保留原值，未猜测字段含义；AA95: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B571","310571","0.1","12","8.13","0.03","8.1","1.8","Max=1.8","≤0.45","5.80 ","7","1.5","45","6","B571-M001 Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","15.63 ","","OK","批量","常规","1","","","","","","","","","","","Fin!A96:AA96","I96: Range of  fin  pitch     (Just for sample) 原文为 ""Max=1.8""，不能作为单一数值使用；J96: R 原文为 ""≤0.45""，不能作为单一数值使用；Y96: 本分区该列没有表头，保留原值，未猜测字段含义；Z96: 本分区该列没有表头，保留原值，未猜测字段含义；AA96: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B58","315080","0.07","12","6.53","0.03","6.5","0.98","","≤0.45","5.10 ","5.6","0.8","30","12","B58-M001 Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","28.71 ","","OK","批量","常规","","","","","","","","","","","","Fin!A97:AA97","I97: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J97: R 原文为 ""≤0.45""，不能作为单一数值使用；Y97: 本分区该列没有表头，保留原值，未猜测字段含义；Z97: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B59","315090","0.08","12","8.13","0.03","8.1","1.6","1.4-1.6","≤0.45","5.8 ","7","1.5","40","6","B59-M001  Rev.00","由B51A  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","17.59 ","H1121","OK","批量","常规","","","","","","","","","","","","Fin!A98:AA98","I98: Range of  fin  pitch     (Just for sample) 原文为 ""1.4-1.6""，不能作为单一数值使用；J98: R 原文为 ""≤0.45""，不能作为单一数值使用；Y98: 本分区该列没有表头，保留原值，未猜测字段含义；Z98: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B59B","315093","0.08","12","8.13","0.03","8.1","1.3","1.2-1.4","≤0.45","5.8 ","7","1.5","40","6","B59-M001  Rev.00","由B51A  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","21.64 ","H1121","OK","批量","常规","1","","","","","","","","","","","Fin!A99:AA99","I99: Range of  fin  pitch     (Just for sample) 原文为 ""1.2-1.4""，不能作为单一数值使用；J99: R 原文为 ""≤0.45""，不能作为单一数值使用；Y99: 本分区该列没有表头，保留原值，未猜测字段含义；Z99: 本分区该列没有表头，保留原值，未猜测字段含义；AA99: 本分区该列没有表头，保留原值，未猜测字段含义；B99: Code/ERP 315093 对应多个型号：B59B、B59C；未合并或覆盖"
"主表","B59C","315093","0.08","12","8.13","0.03","8.1","1.2","","≤0.45","5.8 ","7","1.5","40","6","B59-M001  Rev.00","由B51A  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","23.45 ","H1121","OK","批量","常规","","","","","","","","","","","","Fin!A100:AA100","I100: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J100: R 原文为 ""≤0.45""，不能作为单一数值使用；Y100: 本分区该列没有表头，保留原值，未猜测字段含义；Z100: 本分区该列没有表头，保留原值，未猜测字段含义；B100: Code/ERP 315093 对应多个型号：B59B、B59C；未合并或覆盖"
"主表","B510","310510","0.08","12","6.53","0.03","6.5","1.4","1.3~1.5","≤0.45","4.6 ","5.6","1.1","45","8","B510-M001  Rev.00","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","20.10 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A101:AA101","I101: Range of  fin  pitch     (Just for sample) 原文为 ""1.3~1.5""，不能作为单一数值使用；J101: R 原文为 ""≤0.45""，不能作为单一数值使用；Y101: 本分区该列没有表头，保留原值，未猜测字段含义；Z101: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B5f","315132","0.08","12","8.13","0.03","8.1","2.54","","0.9","","7","1.5","45","6","B5a-M001  Rev.00","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","11.08 ","","RD tool","批量","常规","1","","","","","","","","","","","Fin!A102:AA102","I102: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；K102: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y102: 本分区该列没有表头，保留原值，未猜测字段含义；Z102: 本分区该列没有表头，保留原值，未猜测字段含义；AA102: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B62","316020","0.1","25.4","8.13","0.03","8.1","1.8","1.7-1.9","≤0.45","6.00 ","7.2(实际7)","1.8","40","10","B62-M001 Rev。00","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","33.09 ","","","批量","凸出翅片","1","","","","","","","","","","","Fin!A103:AA103","I103: Range of  fin  pitch     (Just for sample) 原文为 ""1.7-1.9""，不能作为单一数值使用；J103: R 原文为 ""≤0.45""，不能作为单一数值使用；L103: Louver Length (Overall) 原文为 ""7.2(实际7)""，不能作为单一数值使用；Y103: 本分区该列没有表头，保留原值，未猜测字段含义；Z103: 本分区该列没有表头，保留原值，未猜测字段含义；AA103: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B602","390086","0.06","48.5","5","","","","","","","","1.51","","","","","","","","","#DIV/0!","模具在墨西哥（陈立刚负责）","","模具在墨西哥（陈立刚负责）","无图纸","","","","","","","","","","","","Fin!A104:AA104","F104: Change During Brazing 原文为 空白，不能作为单一数值使用；G104: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；H104: Fin Pitch 原文为 空白，不能作为单一数值使用；I104: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J104: R 原文为 空白，不能作为单一数值使用；K104: Louver Length (Full) 原文为 空白，不能作为单一数值使用；L104: Louver Length (Overall) 原文为 空白，不能作为单一数值使用；N104: Louver Angle 原文为 空白，不能作为单一数值使用；O104: Louver Number 原文为 空白，不能作为单一数值使用；Y104: 本分区该列没有表头，保留原值，未猜测字段含义；Z104: 本分区该列没有表头，保留原值，未猜测字段含义；Z104: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"主表","B603","390280-390283","0.08","50","5.2","（0.04,0.02）","5.2","1.49","1.49-1.6","0.3","3.40 ","4.4","1.25","28","36","","","","","","","78.69 ","","","研发刀具","内部无法自制","","","","","","","","","","","","Fin!A105:AA105","F105: Change During Brazing 原文为 ""（0.04,0.02）""，不能作为单一数值使用；I105: Range of  fin  pitch     (Just for sample) 原文为 ""1.49-1.6""，不能作为单一数值使用；Y105: 本分区该列没有表头，保留原值，未猜测字段含义；Z105: 本分区该列没有表头，保留原值，未猜测字段含义；Z105: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"主表","B604","390284","0.1","16","8.13","0.03","8","3","","0.7","6.00 ","7","1.1","45","12","","","Available","","","","12.51 ","","","","","","","","","","","","","","","","Fin!A106:AA106","I106: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；F106: 焊前高度减焊后高度不等于原表钎焊变化量；三个原值均保留"
"主表","B605","390291","0.1","38","9","0.02","9","1.2","1.1-1.3","0.45","7.10 ","7.9","1.25","29","28","","","Available","","","","74.25 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A107:AA107","I107: Range of  fin  pitch     (Just for sample) 原文为 ""1.1-1.3""，不能作为单一数值使用；Y107: 本分区该列没有表头，保留原值，未猜测字段含义；Z107: 本分区该列没有表头，保留原值，未猜测字段含义；F107: 焊前高度减焊后高度不等于原表钎焊变化量；三个原值均保留"
"主表","B623","","0.1","16","8.13","0.03","8.1","2.1","2.0-2.1","≤0.45","5.3 ","7","1.65","45","8","B0h-M001 Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","17.87 ","","OK","批量","常规","1","","","","","","","","","","","Fin!A108:AA108","I108: Range of  fin  pitch     (Just for sample) 原文为 ""2.0-2.1""，不能作为单一数值使用；J108: R 原文为 ""≤0.45""，不能作为单一数值使用；Y108: 本分区该列没有表头，保留原值，未猜测字段含义；Z108: 本分区该列没有表头，保留原值，未猜测字段含义；AA108: 本分区该列没有表头，保留原值，未猜测字段含义；B108: Code/ERP 空白或为说明文字；未补造编号，原文保留"
"主表","B71","317010","0.08","32","8.13","0.03","8.1","1.6","1.5~1.7","≤0.45","6.00 ","7","1.45","40","20","B71-M001  Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","46.90 ","","OK","批量","常规","1","","","","","","","","","","","Fin!A109:AA109","I109: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J109: R 原文为 ""≤0.45""，不能作为单一数值使用；Y109: 本分区该列没有表头，保留原值，未猜测字段含义；Z109: 本分区该列没有表头，保留原值，未猜测字段含义；AA109: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B71C","317013","0.08","32","8.13","0.03","8.1","1.3","1.2-1.4","≤0.45","6.00 ","7","1.45","40","20","B71-M001  Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","57.72 ","","OK","批量","常规","","","","","","","","","","","","Fin!A110:AA110","I110: Range of  fin  pitch     (Just for sample) 原文为 ""1.2-1.4""，不能作为单一数值使用；J110: R 原文为 ""≤0.45""，不能作为单一数值使用；Y110: 本分区该列没有表头，保留原值，未猜测字段含义；Z110: 本分区该列没有表头，保留原值，未猜测字段含义；B110: Code/ERP 317013 对应多个型号：B71C、B71D；未合并或覆盖"
"主表","B71D","317013","0.08","32","8.13","0.03","8.1","2.1","2.0-2.1","≤0.45","6.00 ","7","1.45","40","20","B71-M001  Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","35.73 ","","OK","批量","常规","无刀架，暂不可用","","","","","","","","","","","Fin!A111:AA111","I111: Range of  fin  pitch     (Just for sample) 原文为 ""2.0-2.1""，不能作为单一数值使用；J111: R 原文为 ""≤0.45""，不能作为单一数值使用；Y111: 本分区该列没有表头，保留原值，未猜测字段含义；Z111: 本分区该列没有表头，保留原值，未猜测字段含义；AA111: 本分区该列没有表头，保留原值，未猜测字段含义；AA111: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态；B111: Code/ERP 317013 对应多个型号：B71C、B71D；未合并或覆盖"
"主表","B72","317020","0.08","32","8.11","0.01","8.1","1.2","1.1~1.2","≤0.45","6.20 ","7","1.1","27","26","B72-M001  Rev.02","B72-M001  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","62.53 ","","OK","批量","常规","","","","","","","","","","","","Fin!A112:AA112","I112: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J112: R 原文为 ""≤0.45""，不能作为单一数值使用；Y112: 本分区该列没有表头，保留原值，未猜测字段含义；Z112: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B73","317040","0.1","32","8.11","0.01","8.1","1.2","1.1~1.2","≤0.45","6.20 ","7","1.1","27","26","B72-M001  Rev.02","B72-M001  Rev.01更改而来","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","62.53 ","","","批量","常规","","","","","","","","","","","","Fin!A113:AA113","I113: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J113: R 原文为 ""≤0.45""，不能作为单一数值使用；Y113: 本分区该列没有表头，保留原值，未猜测字段含义；Z113: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B75","317050","0.09","32","8.11","0.01","8.1","1.2","1.1~1.2","≤0.45","6.20 ","7","1.1","27","26","B71-M001  Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","62.53 ","","","批量","常规","","","","","","","","","","","","Fin!A114:AA114","I114: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J114: R 原文为 ""≤0.45""，不能作为单一数值使用；Y114: 本分区该列没有表头，保留原值，未猜测字段含义；Z114: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B76","317060","0.09","32","6.53","0.03","6.5","1.1","1.1-1.3","≤0.45","4.6","5.6","1.1","27","26","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","68.21 ","","","批量","常规","","","","","","","","","","","","Fin!A115:AA115","I115: Range of  fin  pitch     (Just for sample) 原文为 ""1.1-1.3""，不能作为单一数值使用；J115: R 原文为 ""≤0.45""，不能作为单一数值使用；Y115: 本分区该列没有表头，保留原值，未猜测字段含义；Z115: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B77","317070","0.08","32","6.53","0.03","6.5","1.6","1.5~1.7","≤0.45","4.6","5.6","1.45","45","20","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","46.90 ","","","批量","常规","1","","","","","","","","","","","Fin!A116:AA116","I116: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J116: R 原文为 ""≤0.45""，不能作为单一数值使用；Y116: 本分区该列没有表头，保留原值，未猜测字段含义；Z116: 本分区该列没有表头，保留原值，未猜测字段含义；AA116: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B78","317080","0.15","32","1.65","","","","","","","","","","","","","Not Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","","Punching die","","供方处（髙锻）","无图纸","","","","","","","","","","","","Fin!A117:AA117","F117: Change During Brazing 原文为 空白，不能作为单一数值使用；G117: Fin Height Post-Brazing 原文为 空白，不能作为单一数值使用；H117: Fin Pitch 原文为 空白，不能作为单一数值使用；I117: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J117: R 原文为 空白，不能作为单一数值使用；K117: Louver Length (Full) 原文为 空白，不能作为单一数值使用；L117: Louver Length (Overall) 原文为 空白，不能作为单一数值使用；M117: Louver Pitch 原文为 空白，不能作为单一数值使用；N117: Louver Angle 原文为 空白，不能作为单一数值使用；O117: Louver Number 原文为 空白，不能作为单一数值使用；Y117: 本分区该列没有表头，保留原值，未猜测字段含义；Z117: 本分区该列没有表头，保留原值，未猜测字段含义；R117: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态；Z117: 原表存在使用、制造或图纸限制，请保留原文并核对当前状态"
"主表","B79","317090","0.1","32","8.13","0.03","8.1","1.6","1.5~1.7","≤0.45","6.20 ","7","1.45","40","20","B71-M001  Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","46.90 ","","","批量","常规","1","","","","","","","","","","","Fin!A118:AA118","I118: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J118: R 原文为 ""≤0.45""，不能作为单一数值使用；Y118: 本分区该列没有表头，保留原值，未猜测字段含义；Z118: 本分区该列没有表头，保留原值，未猜测字段含义；AA118: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B704","390250-390257","0.08/0.09","32","5.3","","5.3","1.1 ","","≤0.3","3.8","4.5","1.1","28","26","","","","","","","68.21 ","特斯拉储能水箱","","","","","","","","","","","","","","","Fin!A119:AA119","C119: Fin Gage 原文为 ""0.08/0.09""，不能作为单一数值使用；F119: Change During Brazing 原文为 空白，不能作为单一数值使用；I119: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J119: R 原文为 ""≤0.3""，不能作为单一数值使用"
"主表","B7a","317110","0.08","32","8.13","0.03","8.1","1.6","1.5~1.7","≤0.45","6.00 ","7","1.5","45","6","B71-M001  Rev.S1","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","46.90 ","压脚翅片","","研发刀具","压脚翅片","","","","","","","","","","","","Fin!A120:AA120","I120: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J120: R 原文为 ""≤0.45""，不能作为单一数值使用；Y120: 本分区该列没有表头，保留原值，未猜测字段含义；Z120: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B7b","317120","0.08","32","6.53","0.03","6.5","1.6","1.5~1.7","≤0.45","4.3","5.6","1.32","45","22","B7b-M001  Rev.S0","","Available","","MOP-B01","","46.90 ","","","批量","常规","1","","","","","","","","","","","Fin!A121:AA121","I121: Range of  fin  pitch     (Just for sample) 原文为 ""1.5~1.7""，不能作为单一数值使用；J121: R 原文为 ""≤0.45""，不能作为单一数值使用；Y121: 本分区该列没有表头，保留原值，未猜测字段含义；Z121: 本分区该列没有表头，保留原值，未猜测字段含义；AA121: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B7f","317160","0.08","32","6.53","0.03","6.5","1.4 ","1.3~1.5","≤0.45","4.6","5.6","1.1","45","26","B7f-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","53.60 ","","","批量","常规","1","","","","","","","","","","","Fin!A122:AA122","I122: Range of  fin  pitch     (Just for sample) 原文为 ""1.3~1.5""，不能作为单一数值使用；J122: R 原文为 ""≤0.45""，不能作为单一数值使用；Y122: 本分区该列没有表头，保留原值，未猜测字段含义；Z122: 本分区该列没有表头，保留原值，未猜测字段含义；AA122: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B95","319050","0.1","32","11.43","0.03","11.4","2.5","2.4-2.5","","9.20 ","10.3","1.85","45","12","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","30.01 ","凸出不开窗","","研发刀具","平顶","","","","","","","","","","","","Fin!A123:AA123","I123: Range of  fin  pitch     (Just for sample) 原文为 ""2.4-2.5""，不能作为单一数值使用；J123: R 原文为 空白，不能作为单一数值使用；Y123: 本分区该列没有表头，保留原值，未猜测字段含义；Z123: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B101","311001","0.08","8","8.13","0.03","8.1","1.6","1.5-1.7","≤0.45","6.00 ","7","1.3","40","4","B101","","Available","","AA3003Mod-H14SR","(AA4343)10±3% for each side","11.72 ","研究院刀具","","研发刀具","常规","","","","","","","","","","","","Fin!A124:AA124","I124: Range of  fin  pitch     (Just for sample) 原文为 ""1.5-1.7""，不能作为单一数值使用；J124: R 原文为 ""≤0.45""，不能作为单一数值使用；Y124: 本分区该列没有表头，保留原值，未猜测字段含义；Z124: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B105","310105","0.08","18","7.62","0.02","7.6","1.1","1.1~1.2","≤0.45","5.5","6.1 ","1.14","25","12","B15-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","38.37 ","","","研发刀具","","","","","","","","","","","","","Fin!A125:AA125","I125: Range of  fin  pitch     (Just for sample) 原文为 ""1.1~1.2""，不能作为单一数值使用；J125: R 原文为 ""≤0.45""，不能作为单一数值使用；Y125: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B106","310106","0.08","36","8.13","0.03","8.1","1.3 ","1.2~1.4","≤0.45","","7","1.1","27","27","B106-M001  Rev.02","B106-M001 Rev.00","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","64.93 ","乐能","","研发刀具","常规","","","","","","","","","","","","Fin!A126:AA126","I126: Range of  fin  pitch     (Just for sample) 原文为 ""1.2~1.4""，不能作为单一数值使用；J126: R 原文为 ""≤0.45""，不能作为单一数值使用；K126: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y126: 本分区该列没有表头，保留原值，未猜测字段含义；Z126: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B110","311100","0.08","13.85","4.02","0.02","4","1.1","1.1-1.2","≤0.45","2.5 ","3.1 ","0.9","29","12","B87-M001","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","29.52 ","日轻设计","","研发刀具","常规","","","","","","","","","","","","Fin!A127:AA127","I127: Range of  fin  pitch     (Just for sample) 原文为 ""1.1-1.2""，不能作为单一数值使用；J127: R 原文为 ""≤0.45""，不能作为单一数值使用；Y127: 本分区该列没有表头，保留原值，未猜测字段含义；Z127: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B114","310114","0.1","32","8.13","0.03","8.1","1.1","","≤0.45","6.0 ","7.0 ","1.1","27","20","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","68.21 ","凸出翅片积灰实验","","研发刀具","凸出翅片积灰实验）","","","","","","","","","","","","Fin!A128:AA128","I128: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J128: R 原文为 ""≤0.45""，不能作为单一数值使用；Y128: 本分区该列没有表头，保留原值，未猜测字段含义；Z128: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B115","310115","0.08","20.6","8.13","0.03","8.1","1.1","1-1.2","≤0.45","6.0 ","7.0 ","1.1 ","27","12","B115-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","43.91 ","积灰","","研发刀具","凸出翅片","","","","","","","","","","","","Fin!A129:AA129","I129: Range of  fin  pitch     (Just for sample) 原文为 ""1-1.2""，不能作为单一数值使用；J129: R 原文为 ""≤0.45""，不能作为单一数值使用；Y129: 本分区该列没有表头，保留原值，未猜测字段含义；Z129: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B117","310117","0.08","16","6.53","0.03","6.5","1.4","1.3-1.5","≤0.45","4.3 ","5.6 ","1.1 ","50","12","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","26.80 ","可使用","","研发刀具","","","","","","","","","","","","","Fin!A130:AA130","I130: Range of  fin  pitch     (Just for sample) 原文为 ""1.3-1.5""，不能作为单一数值使用；J130: R 原文为 ""≤0.45""，不能作为单一数值使用；Y130: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B118","310118","0.09","16","8.13","0.03","8.1","1.1","1.1-1.3","≤0.45","6.0 ","7.0 ","0.82","30","12","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","34.11 ","","","研发刀具","凸出翅片积灰实验）","","","","","","","","","","","","Fin!A131:AA131","I131: Range of  fin  pitch     (Just for sample) 原文为 ""1.1-1.3""，不能作为单一数值使用；J131: R 原文为 ""≤0.45""，不能作为单一数值使用；Y131: 本分区该列没有表头，保留原值，未猜测字段含义；Z131: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B120","311200","0.08","38","6.53","0.03","6.5","1.4","1.3~1.5","≤0.45","4.3 ","5.6 ","1.1 ","45","32","B120-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","63.64 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A132:AA132","I132: Range of  fin  pitch     (Just for sample) 原文为 ""1.3~1.5""，不能作为单一数值使用；J132: R 原文为 ""≤0.45""，不能作为单一数值使用；Y132: 本分区该列没有表头，保留原值，未猜测字段含义；Z132: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B125","310125","0.08","20.6","8.13","0.03","8.1","1.1","1.1-1.2","0.45","6.0 ","7.0 ","1.1 ","27","14","B115-M001  Rev.S0","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","43.91 ","积灰","","研发刀具","常规","","","","","","","","","","","","Fin!A133:AA133","I133: Range of  fin  pitch     (Just for sample) 原文为 ""1.1-1.2""，不能作为单一数值使用；Y133: 本分区该列没有表头，保留原值，未猜测字段含义；Z133: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B127","390117","0.08","16","13.03","0.03","13","1.8","","0.45","10.0 ","11.2","1.65","45","8","","","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","20.84 ","","","研发刀具","常规","","","","","","","","","","","","Fin!A134:AA134","I134: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；Y134: 本分区该列没有表头，保留原值，未猜测字段含义；Z134: 本分区该列没有表头，保留原值，未猜测字段含义"
"主表","B208","310208","0.08","16","8.13","0.03","8","2","","≤0.9","","7","1.35","40","10","HF50010A Rev.00","保留","Available","","AA3003Mod-H14SR","(AA4343)10±2% for each side","18.76 ","","","家电","常规","","","","","","","","","","","","Fin!A135:AA135","I135: Range of  fin  pitch     (Just for sample) 原文为 空白，不能作为单一数值使用；J135: R 原文为 ""≤0.9""，不能作为单一数值使用；K135: Louver Length (Full) 原文为 空白，不能作为单一数值使用；Y135: 本分区该列没有表头，保留原值，未猜测字段含义；Z135: 本分区该列没有表头，保留原值，未猜测字段含义；F135: 焊前高度减焊后高度不等于原表钎焊变化量；三个原值均保留"
